length	corrupt	iteration	seconds
xslt	0	0	1.355787
xslt	0	1	1.192681
xslt	0	2	1.493141
xslt	0	3	1.132384
xslt	0	4	1.328237
xslt	0	5	1.605851
xslt	0	6	1.16586
xslt	0	7	1.297745
xslt	0	8	1.693713
xslt	0	9	1.100061
tan	0	0	5.273261
tan	0	1	3.994473
tan	0	2	3.933854
tan	0	3	3.773812
tan	0	4	4.019217
tan	0	5	4.212735
tan	0	6	4.084288
tan	0	7	3.979524
tan	0	8	4.16835
tan	0	9	4.096171
1000000	0	0	4.634966
1000000	0	1	4.770113
1000000	0	2	4.391287
1000000	0	3	4.299003
1000000	0	4	4.364149
1000000	0	5	4.290918
1000000	0	6	4.106765
1000000	0	7	4.292728
1000000	0	8	4.244645
1000000	0	9	4.319383
1000000	1	0	13.976367
1000000	1	1	14.379815
1000000	1	2	13.545522
1000000	1	3	13.61468
1000000	1	4	13.434026
1000000	1	5	14.130513
1000000	1	6	13.354163
1000000	1	7	13.489639
1000000	1	8	13.848468
1000000	1	9	13.397477
1000000	2	0	15.802136
1000000	2	1	16.533752
1000000	2	2	15.520084
1000000	2	3	15.329691
1000000	2	4	15.154469
1000000	2	5	15.51094
1000000	2	6	15.276256
1000000	2	7	15.3047
1000000	2	8	15.27457
1000000	2	9	15.561727
1000000	3	0	16.559401
1000000	3	1	17.372609
1000000	3	2	16.43622
1000000	3	3	16.635641
1000000	3	4	16.650327
1000000	3	5	16.520392
1000000	3	6	16.414069
1000000	3	7	16.764798
1000000	3	8	17.085406
1000000	3	9	16.150564
1000000	4	0	18.737349
1000000	4	1	21.386437
1000000	4	2	18.868051
1000000	4	3	18.795279
1000000	4	4	19.944989
1000000	4	5	19.237293
1000000	4	6	19.238263
1000000	4	7	18.741642
1000000	4	8	18.404754
1000000	4	9	18.782956
1000000	5	0	20.326907
1000000	5	1	20.84982
1000000	5	2	20.587013
1000000	5	3	20.289736
1000000	5	4	20.423044
1000000	5	5	20.605809
1000000	5	6	19.793912
1000000	5	7	20.624354
