length	corrupt	iteration	seconds
100000	63	6	12.228068
100000	63	7	12.40529
100000	63	8	13.705358
100000	63	9	13.011839
100000	64	0	12.608447
100000	64	1	12.534305
100000	64	2	12.546347
100000	64	3	12.311567
100000	64	4	12.007522
100000	64	5	14.206668
100000	64	6	12.482392
100000	64	7	12.025501
100000	64	8	12.143289
100000	64	9	12.060622
100000	65	0	12.341136
100000	65	1	12.574539
100000	65	2	12.225511
100000	65	3	12.469231
100000	65	4	12.165935
100000	65	5	11.992071
100000	65	6	12.408478
100000	65	7	11.935513
100000	65	8	11.783776
100000	65	9	12.415042
100000	66	0	12.584657
100000	66	1	12.677736
100000	66	2	12.240785
100000	66	3	12.497774
100000	66	4	12.195393
100000	66	5	11.822545
100000	66	6	12.038339
100000	66	7	12.045673
100000	66	8	11.955581
100000	66	9	11.945052
100000	67	0	12.229821
100000	67	1	12.91485
100000	67	2	12.257153
100000	67	3	11.976588
100000	67	4	13.404441
100000	67	5	12.327423
100000	67	6	12.428475
100000	67	7	11.79515
100000	67	8	11.814861
100000	67	9	12.391622
100000	68	0	11.949948
100000	68	1	12.484992
100000	68	2	11.908431
100000	68	3	11.986411
100000	68	4	12.171516
100000	68	5	12.121535
100000	68	6	13.10548
100000	68	7	13.297631
100000	68	8	12.326103
100000	68	9	12.441862
100000	69	0	12.417987
100000	69	1	12.895788
100000	69	2	12.967942
100000	69	3	12.150601
100000	69	4	11.925992
100000	69	5	11.921777
100000	69	6	12.167343
100000	69	7	12.509279
100000	69	8	12.289147
100000	69	9	12.277893
100000	70	0	12.516597
100000	70	1	12.959589
100000	70	2	12.338171
100000	70	3	13.524911
100000	70	4	13.19335
100000	70	5	12.420597
100000	70	6	12.246659
100000	70	7	12.099531
100000	70	8	12.030667
100000	70	9	12.757553
100000	71	0	12.473753
100000	71	1	13.287939
100000	71	2	12.575766
100000	71	3	12.505701
100000	71	4	13.373245
100000	71	5	13.370437
100000	71	6	12.8061
100000	71	7	12.549703
100000	71	8	12.483276
100000	71	9	12.268227
100000	72	0	12.533625
100000	72	1	12.721177
100000	72	2	12.55784
100000	72	3	12.141386
100000	72	4	12.154203
100000	72	5	12.202619
100000	72	6	11.885897
100000	72	7	12.699643
100000	72	8	12.562199
100000	72	9	12.300701
100000	73	0	12.365032
100000	73	1	13.410579
100000	73	2	13.843112
100000	73	3	12.44281
100000	73	4	13.687103
100000	73	5	13.821353
100000	73	6	12.283271
100000	73	7	12.087908
100000	73	8	12.216297
100000	73	9	12.091044
100000	74	0	12.388078
100000	74	1	12.935201
100000	74	2	12.155539
100000	74	3	12.185883
100000	74	4	12.349404
100000	74	5	12.498078
100000	74	6	12.207287
100000	74	7	12.236379
100000	74	8	12.062766
100000	74	9	12.109982
100000	75	0	12.459704
100000	75	1	12.865274
100000	75	2	12.189411
100000	75	3	13.063192
100000	75	4	12.034153
100000	75	5	11.823101
100000	75	6	11.879457
100000	75	7	12.233778
100000	75	8	11.823128
100000	75	9	12.125331
100000	76	0	12.0412
100000	76	1	14.118367
100000	76	2	12.5856
100000	76	3	11.875274
100000	76	4	11.966926
100000	76	5	11.753173
100000	76	6	11.762353
100000	76	7	11.765247
100000	76	8	11.917049
100000	76	9	12.257628
100000	77	0	12.750577
100000	77	1	12.223954
100000	77	2	12.238868
100000	77	3	11.821769
100000	77	4	11.878771
100000	77	5	11.592546
100000	77	6	11.938933
100000	77	7	12.188084
100000	77	8	11.952283
100000	77	9	11.703148
100000	78	0	11.996357
100000	78	1	12.522192
100000	78	2	12.034833
100000	78	3	12.063154
100000	78	4	13.867321
100000	78	5	13.670078
100000	78	6	11.997469
100000	78	7	11.62831
100000	78	8	12.112554
100000	78	9	12.039906
100000	79	0	12.153418
100000	79	1	14.230834
100000	79	2	12.244488
100000	79	3	12.239217
100000	79	4	11.988933
100000	79	5	12.322186
100000	79	6	12.286738
100000	79	7	12.508624
100000	79	8	11.963382
100000	79	9	12.254476
100000	80	0	11.884926
100000	80	1	12.46998
100000	80	2	12.44414
100000	80	3	12.121331
100000	80	4	12.183902
100000	80	5	12.012221
100000	80	6	12.25456
100000	80	7	11.970863
100000	80	8	11.825336
100000	80	9	12.028223
100000	81	0	11.938014
100000	81	1	12.010967
100000	81	2	12.022796
100000	81	3	11.807129
100000	81	4	12.594438
100000	81	5	11.850317
100000	81	6	11.749282
100000	81	7	11.927924
100000	81	8	12.174156
100000	81	9	11.742271
100000	82	0	11.845127
100000	82	1	14.790741
100000	82	2	12.458507
100000	82	3	12.342439
100000	82	4	12.817835
100000	82	5	11.803825
100000	82	6	11.555019
100000	82	7	12.052077
100000	82	8	11.500793
100000	82	9	11.728625
100000	83	0	11.847108
100000	83	1	12.135013
100000	83	2	11.763478
100000	83	3	13.523841
100000	83	4	13.105517
100000	83	5	11.85433
100000	83	6	12.135937
100000	83	7	11.838593
100000	83	8	12.145746
100000	83	9	11.674606
100000	84	0	11.891693
100000	84	1	12.515078
100000	84	2	12.064281
100000	84	3	11.858129
100000	84	4	12.024373
100000	84	5	12.141716
100000	84	6	11.725215
100000	84	7	11.780593
100000	84	8	11.621941
100000	84	9	12.358195
100000	85	0	11.944605
100000	85	1	14.506734
100000	85	2	11.838282
100000	85	3	11.743371
100000	85	4	11.47845
100000	85	5	11.795878
100000	85	6	11.806727
100000	85	7	12.086758
100000	85	8	11.703492
100000	85	9	11.586273
100000	86	0	11.553023
100000	86	1	12.219749
100000	86	2	13.587297
100000	86	3	11.464259
100000	86	4	11.59771
100000	86	5	11.682192
100000	86	6	11.582151
100000	86	7	11.996446
100000	86	8	11.850936
100000	86	9	11.669176
100000	87	0	11.487175
100000	87	1	11.877123
100000	87	2	11.885065
100000	87	3	11.912131
100000	87	4	11.523952
100000	87	5	11.798475
100000	87	6	11.53763
100000	87	7	11.625118
100000	87	8	11.724212
100000	87	9	11.721903
100000	88	0	11.53217
100000	88	1	13.48132
100000	88	2	12.125546
100000	88	3	11.707744
100000	88	4	13.320316
100000	88	5	11.364548
100000	88	6	11.384749
100000	88	7	11.717635
100000	88	8	12.018861
100000	88	9	11.8014
100000	89	0	12.28412
100000	89	1	14.279821
100000	89	2	13.668455
100000	89	3	12.800323
100000	89	4	11.27054
100000	89	5	11.548596
100000	89	6	11.60255
100000	89	7	11.397352
100000	89	8	12.195598
100000	89	9	11.444814
100000	90	0	11.671071
100000	90	1	11.90383
100000	90	2	11.458227
100000	90	3	11.596314
100000	90	4	11.236396
100000	90	5	11.349041
100000	90	6	11.73191
100000	90	7	11.308571
100000	90	8	11.619536
100000	90	9	11.435778
100000	91	0	11.366882
100000	91	1	12.043841
100000	91	2	13.338729
100000	91	3	11.744698
100000	91	4	11.753498
100000	91	5	11.318931
100000	91	6	11.478956
100000	91	7	11.670944
100000	91	8	11.483205
100000	91	9	11.624969
100000	92	0	12.02016
100000	92	1	12.141232
100000	92	2	11.576232
100000	92	3	11.851983
100000	92	4	11.5169
100000	92	5	12.11939
100000	92	6	11.663083
100000	92	7	11.416981
100000	92	8	11.607448
100000	92	9	11.588164
100000	93	0	12.385643
100000	93	1	12.474859
100000	93	2	12.197161
100000	93	3	11.871241
100000	93	4	11.865836
100000	93	5	13.572656
100000	93	6	12.374914
100000	93	7	12.48809
100000	93	8	11.974921
100000	93	9	12.139797
100000	94	0	12.324841
100000	94	1	12.858945
100000	94	2	13.914341
100000	94	3	12.599228
100000	94	4	12.794155
100000	94	5	12.47314
100000	94	6	12.243154
100000	94	7	12.194497
100000	94	8	12.298132
100000	94	9	12.320316
100000	95	0	12.367621
100000	95	1	12.393548
100000	95	2	12.484314
100000	95	3	12.313407
100000	95	4	12.053772
100000	95	5	11.919264
100000	95	6	12.295771
100000	95	7	12.024699
100000	95	8	12.229278
100000	95	9	12.323044
100000	96	0	12.838221
100000	96	1	13.486686
100000	96	2	12.847363
100000	96	3	12.701055
100000	96	4	12.786351
100000	96	5	12.719802
100000	96	6	12.793596
100000	96	7	12.976778
100000	96	8	13.14379
100000	96	9	12.764804
100000	97	0	26.137177
100000	97	1	24.701153
100000	97	2	24.664958
100000	97	3	24.539262
100000	97	4	24.066417
100000	97	5	24.558272
100000	97	6	24.65337
100000	97	7	26.025291
100000	97	8	25.097171
100000	97	9	24.307557
100000	98	0	27.451829
100000	98	1	27.744863
100000	98	2	27.244892
100000	98	3	27.163456
100000	98	4	28.174801
100000	98	5	27.93528
100000	98	6	27.050283
100000	98	7	26.904344
100000	98	8	27.505121
100000	98	9	27.176346
100000	99	0	36.216379
100000	99	1	36.278501
100000	99	2	35.929812
100000	99	3	36.052752
100000	99	4	35.593688
100000	99	5	35.782294
100000	99	6	37.588346
100000	99	7	36.947903
100000	99	8	35.80454
100000	99	9	35.877621
100000	100	0	22.986235
100000	100	1	23.167258
100000	100	2	22.948521
100000	100	3	23.017365
100000	100	4	22.944564
100000	100	5	22.97735
100000	100	6	22.867714
100000	100	7	22.923356
100000	100	8	22.920734
100000	100	9	23.831628
